Identifier,isPresent_4wpi,log2.Ratio_4wpi,pValue_4wpi,fdr_4wpi,isPresent_8wpi,log2.Ratio_8wpi,pValue_8wpi,fdr_8wpi,isPresent_12wpi,log2.Ratio_12wpi,pValue_12wpi,fdr_12wpi,isPresent_14wpi,log2.Ratio_14wpi,pValue_14wpi,fdr_14wpi,isPresent_16wpi,log2.Ratio_16wpi,pValue_16wpi,fdr_16wpi,isPresent_18wpi,log2.Ratio_18wpi,pValue_18wpi,fdr_18wpi,isPresent_20wpi,log2.Ratio_20wpi,pValue_20wpi,fdr_20wpi,isPresent_term,log2.Ratio_term,pValue_term,fdr_term,CellType
Trmt112,TRUE,0.181,0.4739,0.9959,TRUE,-0.5834,0.002434,0.03065,TRUE,0.1719,0.3465,0.7213,TRUE,0.07792,0.7113,0.9285,TRUE,-0.2861,0.1873,0.5876,TRUE,-0.177,0.5221,0.9765,TRUE,0.3422,0.2019,0.598,TRUE,0.3421,0.1609,0.3721,_NE
Trmt12,TRUE,0.03684,0.8827,0.9983,TRUE,-0.07537,0.6871,0.835,TRUE,0.1284,0.5119,0.8233,TRUE,0.1473,0.5249,0.87,TRUE,0.1263,0.5724,0.8441,TRUE,-0.04901,0.8616,0.9928,TRUE,0.1666,0.5003,0.8171,TRUE,-0.136,0.6177,0.8075,_NE
Trmt2a,TRUE,0.1023,0.5247,0.9959,TRUE,-0.1221,0.3092,0.5527,TRUE,-0.03138,0.7658,0.9269,TRUE,0.02064,0.8735,0.9757,TRUE,-0.2131,0.1259,0.5102,TRUE,-0.04718,0.7898,0.9896,TRUE,0.007411,0.9625,0.9897,TRUE,0.1467,0.3838,0.6276,_NE
Trmt2b,TRUE,-0.03395,0.8677,0.9983,TRUE,0.2038,0.1881,0.4181,TRUE,-0.2247,0.171,0.5635,TRUE,-0.2026,0.2846,0.7542,TRUE,0.04922,0.7803,0.9279,TRUE,0.2836,0.219,0.8652,TRUE,-0.178,0.3767,0.7432,TRUE,0.129,0.5754,0.779,_NE
Trmt5,TRUE,-0.1717,0.4551,0.9959,TRUE,0.3266,0.04401,0.1829,TRUE,-0.1234,0.507,0.8205,TRUE,-0.1229,0.5607,0.8785,TRUE,0.1368,0.5072,0.811,TRUE,0.0126,0.9612,0.9975,TRUE,-0.2504,0.2792,0.6696,TRUE,0.09265,0.719,0.8649,_NE
Trmt6,TRUE,-0.2756,0.0926,0.9959,TRUE,0.07193,0.5118,0.719,TRUE,-0.03531,0.7541,0.9229,TRUE,-0.01431,0.9175,0.9857,TRUE,0.2468,0.07924,0.4354,TRUE,-0.009157,0.9586,0.9975,TRUE,-0.006614,0.9675,0.9907,TRUE,0.3232,0.06763,0.2075,_NE
Trmt61a,TRUE,0.04528,0.8257,0.9983,TRUE,-0.5266,0.000399,0.008472,TRUE,0.2958,0.05504,0.3516,TRUE,0.08014,0.6861,0.9235,TRUE,-0.3303,0.07961,0.4364,TRUE,-0.4993,0.0476,0.5396,TRUE,0.07463,0.7017,0.9103,TRUE,-0.299,0.1401,0.3401,_NE
Trmt61b,TRUE,-0.04138,0.8842,0.9983,TRUE,0.04705,0.8182,0.9134,TRUE,0.3098,0.1281,0.5017,TRUE,-0.09164,0.6876,0.9235,TRUE,0.1438,0.5362,0.8266,TRUE,-0.09473,0.7369,0.9878,TRUE,0.2882,0.2831,0.6743,TRUE,-0.0831,0.7759,0.8958,_NE
Trmu,TRUE,0.1471,0.5089,0.9959,TRUE,-0.06642,0.642,0.809,TRUE,-0.06494,0.686,0.8972,TRUE,0.1003,0.5794,0.8877,TRUE,-0.08739,0.6261,0.8666,TRUE,-0.01559,0.947,0.9975,TRUE,0.1355,0.494,0.8132,TRUE,0.183,0.4115,0.6526,_NE
Trnau1ap,TRUE,0.09596,0.6452,0.9959,TRUE,0.01032,0.9537,0.9814,TRUE,-0.03213,0.8593,0.9628,TRUE,-0.1124,0.542,0.8723,TRUE,0.02874,0.8822,0.9658,TRUE,-0.329,0.1901,0.834,TRUE,-0.1015,0.6346,0.8777,TRUE,0.4475,0.05211,0.1718,_NE
Trnp1,TRUE,0.07346,0.6916,0.9959,TRUE,-0.04154,0.7083,0.8488,TRUE,0.3431,0.005347,0.101,TRUE,0.2189,0.08802,0.6023,TRUE,0.3171,0.05957,0.395,TRUE,0.1968,0.2103,0.8543,TRUE,0.3657,0.01106,0.1522,TRUE,0.443,0.00707,0.03742,_NE
Trnt1,TRUE,-0.1503,0.3664,0.9959,TRUE,0.3239,0.006817,0.05996,TRUE,-0.1262,0.259,0.651,TRUE,-0.008965,0.952,0.9925,TRUE,0.1672,0.3141,0.6946,TRUE,0.1091,0.5868,0.979,TRUE,-0.2534,0.1532,0.5382,TRUE,-0.07804,0.6787,0.8439,_NE
Tro,TRUE,-0.1367,0.4252,0.9959,TRUE,-0.07525,0.535,0.7366,TRUE,0.05716,0.5964,0.8611,TRUE,-0.03033,0.8003,0.9568,TRUE,0.0246,0.8652,0.9592,TRUE,-0.1845,0.2715,0.892,TRUE,-0.03414,0.8134,0.9484,TRUE,-0.3505,0.04124,0.1447,_NE
Trove2,TRUE,-0.1394,0.4388,0.9959,TRUE,0.3578,0.008568,0.06958,TRUE,-0.2475,0.01307,0.1633,TRUE,-0.303,0.1299,0.6493,TRUE,-0.1408,0.4322,0.7713,TRUE,-0.002766,0.9929,0.9982,TRUE,-0.218,0.2617,0.6585,TRUE,-0.3458,0.3154,0.5634,_NE
Trp53,TRUE,0.08579,0.636,0.9959,TRUE,-0.2272,0.08832,0.2723,TRUE,0.06804,0.5635,0.8483,TRUE,0.05212,0.7248,0.9336,TRUE,-0.1512,0.3041,0.6873,TRUE,-0.003817,0.9838,0.9978,TRUE,0.09262,0.6122,0.8691,TRUE,0.3439,0.05818,0.1864,_NE
Trp53bp1,TRUE,-0.2433,0.09767,0.9959,TRUE,0.0885,0.4407,0.6671,TRUE,-0.04995,0.5532,0.8444,TRUE,-0.0396,0.725,0.9337,TRUE,0.0815,0.5738,0.8446,TRUE,0.01322,0.9328,0.9975,TRUE,-0.06603,0.6357,0.8783,TRUE,-0.4641,0.002253,0.01505,_NE
Trp53bp2,TRUE,0.04754,0.7684,0.9959,TRUE,0.1266,0.2618,0.5032,TRUE,-0.02987,0.801,0.9415,TRUE,-0.04936,0.7011,0.9265,TRUE,0.07267,0.5815,0.8473,TRUE,0.09267,0.5933,0.9793,TRUE,-0.00964,0.9516,0.9872,TRUE,0.1434,0.44,0.6773,_NE
Trp53i11,TRUE,-0.08353,0.6482,0.9959,TRUE,-0.4044,0.002809,0.03377,TRUE,0.04371,0.711,0.9078,TRUE,0.1856,0.1255,0.6436,TRUE,-0.3507,0.009445,0.1692,TRUE,-0.3109,0.1575,0.7951,TRUE,-0.1846,0.3139,0.7015,TRUE,-0.4756,0.005153,0.0293,_NE
Trp53i13,TRUE,0.1544,0.7036,0.9959,TRUE,-0.6315,0.01735,0.107,TRUE,0.2507,0.3715,0.7392,TRUE,-0.1435,0.6212,0.9016,TRUE,-0.9285,0.007402,0.1457,TRUE,-0.3363,0.4041,0.9502,TRUE,0.5903,0.105,0.4584,TRUE,-0.007384,0.9811,0.9911,_NE
Trp53inp1,TRUE,-0.00977,0.9611,0.9991,TRUE,0.7025,4.916E-06,0.0002953,TRUE,-0.3234,0.05542,0.3529,TRUE,-0.1249,0.5237,0.8695,TRUE,0.1775,0.3134,0.6938,TRUE,0.2603,0.2916,0.9015,TRUE,-0.4443,0.03876,0.2856,TRUE,0.5514,0.02427,0.09843,_NE
Trp53inp2,TRUE,0.1633,0.4432,0.9959,TRUE,0.2445,0.02157,0.1221,TRUE,-0.007351,0.9442,0.9863,TRUE,0.1365,0.2213,0.7184,TRUE,0.007212,0.9583,0.9865,TRUE,0.4485,0.008162,0.1994,TRUE,0.3933,0.005403,0.09801,TRUE,0.7475,2.163E-05,0.0002853,OL
Trp53rk,TRUE,-0.07146,0.8414,0.9983,TRUE,0.0297,0.9011,0.9559,TRUE,-0.405,0.1261,0.4991,TRUE,0.04496,0.88,0.9774,TRUE,0.091,0.7517,0.919,TRUE,-0.008156,0.9819,0.9978,TRUE,0.254,0.4702,0.8007,TRUE,-0.3618,0.3018,0.5502,_NE
Trp63,TRUE,-0.4085,0.314,0.9959,TRUE,0.1633,0.5962,0.778,TRUE,-0.4556,0.1555,0.5457,TRUE,-0.2302,0.5229,0.8695,TRUE,-0.1377,0.6791,0.8882,TRUE,0.6071,0.1582,0.7951,TRUE,-0.3894,0.3575,0.7335,TRUE,0.2638,0.4634,0.6953,_NE
Trp73,TRUE,-0.2482,0.4775,0.9959,TRUE,-0.3374,0.152,0.3709,TRUE,-0.1004,0.7016,0.9036,TRUE,-0.3504,0.2514,0.733,TRUE,-0.2594,0.3894,0.7439,TRUE,-0.112,0.7801,0.9896,TRUE,-0.3622,0.3109,0.6999,TRUE,0.1323,0.7096,0.8601,N
Trpc1,TRUE,-0.303,0.07485,0.9959,TRUE,0.1724,0.1597,0.3817,TRUE,-0.1422,0.2372,0.6319,TRUE,0.02829,0.8334,0.9657,TRUE,0.03695,0.8229,0.9441,TRUE,-0.2102,0.2484,0.8824,TRUE,-0.3448,0.0356,0.2747,TRUE,-0.4749,0.009683,0.04816,_NE
Trpc2,TRUE,-0.002741,0.9883,0.9991,TRUE,-0.1653,0.276,0.5196,TRUE,0.1431,0.2912,0.6794,TRUE,-0.06009,0.7049,0.9279,TRUE,-0.137,0.4153,0.7609,TRUE,-0.1226,0.544,0.9788,TRUE,0.1589,0.3983,0.7584,TRUE,-0.1702,0.4045,0.6471,_NE
Trpc3,TRUE,0.815,0.05028,0.9959,TRUE,0.137,0.579,0.7666,TRUE,-0.3163,0.2389,0.634,TRUE,-0.5415,0.08151,0.5932,TRUE,-0.6381,0.01355,0.2039,TRUE,-0.04055,0.9022,0.9959,TRUE,-0.3395,0.2402,0.6386,TRUE,-1.087,0.0003928,0.003507,_NE
Trpc4,TRUE,-0.3509,0.144,0.9959,TRUE,0.06853,0.5927,0.7754,TRUE,-0.06048,0.5622,0.8472,TRUE,0.2082,0.1764,0.693,TRUE,0.3763,0.01403,0.2078,TRUE,-0.1471,0.4127,0.9534,TRUE,-0.1422,0.3274,0.7116,TRUE,-0.1062,0.5664,0.7724,N
Trpc4ap,TRUE,-0.09204,0.5552,0.9959,TRUE,-0.1566,0.1519,0.3708,TRUE,0.1348,0.1118,0.477,TRUE,0.192,0.1032,0.6199,TRUE,-0.0161,0.8921,0.9686,TRUE,-0.07678,0.6544,0.9825,TRUE,0.079,0.5912,0.8575,TRUE,-0.1218,0.441,0.678,_NE
Trpc5,TRUE,-0.6098,0.03282,0.975,TRUE,-0.1398,0.507,0.7151,TRUE,0.0002923,0.9987,0.9999,TRUE,0.436,0.6135,0.8996,TRUE,-0.2506,0.2978,0.6842,TRUE,-0.2046,0.4488,0.9653,TRUE,-0.1295,0.605,0.8654,TRUE,-1.933,4.348E-10,1.351E-08,_NE
Trpc6,TRUE,-0.4904,0.01744,0.8955,TRUE,0.3681,0.03247,0.1541,TRUE,-0.5486,0.00054,0.02553,TRUE,-0.08933,0.6044,0.896,TRUE,-0.1348,0.4358,0.7737,TRUE,0.3305,0.1446,0.7832,TRUE,-0.005264,0.976,0.994,TRUE,0.0699,0.7561,0.8858,_NE
Trpc7,TRUE,-0.05665,0.9014,0.9991,TRUE,-0.6763,0.08078,0.2602,TRUE,0.6452,0.1025,0.4591,TRUE,-0.09335,0.8098,0.9595,TRUE,0.2702,0.4599,0.7859,TRUE,-0.2937,0.4614,0.9653,TRUE,-0.0954,0.7902,0.94,TRUE,-0.5363,0.2092,0.4386,_NE
Trpm2,TRUE,0.01666,0.9186,0.9991,TRUE,-0.2632,0.06208,0.2233,TRUE,0.1973,0.1678,0.5594,TRUE,0.0328,0.8062,0.959,TRUE,-0.01838,0.8941,0.9693,TRUE,-0.09987,0.5729,0.9788,TRUE,0.08215,0.5855,0.8553,TRUE,-0.143,0.4103,0.6514,_NE
Trpm3,TRUE,-0.03293,0.9179,0.9991,TRUE,0.3851,0.1379,0.3518,TRUE,-0.3923,0.1475,0.5319,TRUE,-1.272,9.193E-05,0.02691,TRUE,-0.5318,0.09066,0.4543,TRUE,0.1732,0.6684,0.9825,TRUE,-0.6241,0.03927,0.2876,TRUE,0.3762,0.2661,0.508,_NE
Trpm4,TRUE,0.2221,0.3868,0.9959,TRUE,-0.5378,0.002653,0.03249,TRUE,0.162,0.3772,0.7437,TRUE,-0.1202,0.5671,0.8815,TRUE,-0.4758,0.01518,0.2148,TRUE,-0.3184,0.2057,0.8485,TRUE,0.004522,0.984,0.9967,TRUE,0.1,0.6649,0.836,_NE
Trpm6,TRUE,0.363,0.4492,0.9959,TRUE,0.2143,0.595,0.7771,TRUE,-0.7796,0.06968,0.3873,TRUE,-0.881,0.09916,0.6188,TRUE,-0.2534,0.5835,0.8483,TRUE,0.1091,0.813,0.9899,TRUE,-0.6472,0.2548,0.6536,TRUE,0.7747,0.13,0.3235,EC
Trpm7,TRUE,-0.1401,0.3735,0.9959,TRUE,0.2707,0.03209,0.1533,TRUE,-0.1779,0.06783,0.3825,TRUE,-0.2887,0.1105,0.6257,TRUE,-0.1391,0.3692,0.7312,TRUE,0.1242,0.6333,0.9825,TRUE,-0.1486,0.4558,0.7932,TRUE,0.08993,0.7574,0.8865,_NE
Trps1,TRUE,-0.3255,0.06443,0.9959,TRUE,0.2783,0.08976,0.2748,TRUE,0.1851,0.1334,0.5091,TRUE,-0.2411,0.101,0.6188,TRUE,0.00874,0.954,0.9846,TRUE,0.1741,0.4989,0.9728,TRUE,-0.1327,0.4734,0.8022,TRUE,-0.2453,0.3364,0.5839,AS
Trpt1,TRUE,0.2111,0.4895,0.9959,TRUE,-0.2847,0.1655,0.3889,TRUE,0.04297,0.8415,0.957,TRUE,0.04675,0.8338,0.9657,TRUE,-0.09942,0.6616,0.8812,TRUE,-0.01506,0.9571,0.9975,TRUE,0.04749,0.8504,0.962,TRUE,-0.08519,0.759,0.8872,_NE
Trpv2,TRUE,0.02352,0.9077,0.9991,TRUE,-0.146,0.2899,0.5332,TRUE,0.01251,0.9324,0.9829,TRUE,0.06488,0.6932,0.9235,TRUE,-0.1111,0.4875,0.8,TRUE,-0.1893,0.387,0.9415,TRUE,-0.05371,0.7686,0.933,TRUE,-0.1587,0.4136,0.6543,MG
Trpv4,TRUE,0.8473,0.2139,0.9959,TRUE,0.5081,0.2121,0.4483,TRUE,-0.3678,0.5567,0.846,TRUE,-2.017,0.0001885,0.03702,TRUE,-1.163,0.062,0.3994,TRUE,0.2076,0.7503,0.9885,TRUE,-0.9758,0.02665,0.2373,TRUE,2.235,0.0002228,0.002145,_NE
Trpv6,TRUE,0.8428,0.1542,0.9959,TRUE,-0.1519,0.727,0.86,TRUE,0.06203,0.9193,0.9801,TRUE,-0.2691,0.6376,0.908,TRUE,-0.7794,0.0162,0.2203,TRUE,-0.2001,0.6749,0.9825,TRUE,1.181,0.008706,0.1316,TRUE,-1.736,0.01732,0.07616,N
Trrap,TRUE,-0.06208,0.7144,0.9959,TRUE,-0.3325,0.003386,0.03779,TRUE,0.2798,0.01339,0.1647,TRUE,-0.08478,0.5299,0.8702,TRUE,-0.2321,0.08143,0.4392,TRUE,-0.1991,0.2629,0.8876,TRUE,0.1512,0.3725,0.7409,TRUE,-0.4141,0.01554,0.0701,_NE
Trub1,TRUE,-0.0199,0.9071,0.9991,TRUE,-0.1328,0.2429,0.483,TRUE,-0.02697,0.8061,0.9428,TRUE,-0.1402,0.2798,0.7517,TRUE,-0.062,0.6391,0.8721,TRUE,-0.2055,0.2755,0.8941,TRUE,-0.3501,0.04533,0.3086,TRUE,0.1876,0.2945,0.5423,_NE
Trub2,TRUE,-0.09267,0.6218,0.9959,TRUE,0.04545,0.7023,0.8455,TRUE,0.2672,0.05983,0.3632,TRUE,-0.0248,0.8709,0.9751,TRUE,0.115,0.4574,0.7844,TRUE,-0.1601,0.4044,0.9502,TRUE,0.1217,0.5006,0.8171,TRUE,0.08242,0.6525,0.8282,_NE
Tsc1,TRUE,-0.09586,0.4947,0.9959,TRUE,0.09036,0.3723,0.61,TRUE,-0.003616,0.9652,0.9918,TRUE,-0.01476,0.9025,0.9833,TRUE,0.002593,0.983,0.9941,TRUE,0.0217,0.8901,0.9957,TRUE,0.03502,0.8044,0.9465,TRUE,-0.1407,0.3494,0.596,_NE
Tsc2,TRUE,-0.08122,0.617,0.9959,TRUE,-0.1946,0.07925,0.2571,TRUE,0.08058,0.3517,0.7255,TRUE,0.1631,0.1769,0.6937,TRUE,-0.006429,0.9575,0.9863,TRUE,-0.07051,0.674,0.9825,TRUE,0.0167,0.91,0.9762,TRUE,-0.04905,0.75,0.8824,_NE
Tsc22d1,TRUE,0.02157,0.9064,0.9991,TRUE,0.05533,0.6124,0.7903,TRUE,0.1076,0.2715,0.6619,TRUE,0.2298,0.05928,0.5468,TRUE,0.02137,0.8713,0.9615,TRUE,-0.1717,0.3555,0.9326,TRUE,-0.07768,0.6307,0.8761,TRUE,-0.3527,0.02863,0.1111,_NE
Tsc22d2,TRUE,-0.2039,0.2989,0.9959,TRUE,0.1318,0.3159,0.5592,TRUE,-0.1834,0.1133,0.4799,TRUE,-0.2526,0.1201,0.6369,TRUE,-0.1878,0.2529,0.6461,TRUE,-0.1563,0.4964,0.9728,TRUE,-0.3316,0.03594,0.276,TRUE,-0.3013,0.2591,0.5006,_NE
Tsc22d3,TRUE,0.6381,0.01331,0.8434,TRUE,0.994,4.547E-08,8.323E-06,TRUE,0.1067,0.5988,0.8627,TRUE,0.4895,0.001448,0.132,TRUE,0.5241,0.008595,0.1614,TRUE,-0.1939,0.4021,0.9491,TRUE,-0.4598,0.003114,0.06642,TRUE,-0.7027,0.0003599,0.003242,_NE
Tsc22d4,TRUE,0.43,0.007855,0.7516,TRUE,-0.1978,0.1563,0.3767,TRUE,0.4131,0.0001086,0.008934,TRUE,0.1596,0.2268,0.7208,TRUE,-0.1847,0.3693,0.7312,TRUE,0.5545,0.002406,0.08349,TRUE,0.9963,2.304E-08,4.698E-06,TRUE,0.9209,3.082E-08,7.27E-07,_NE
Tsen15,TRUE,-0.1431,0.4844,0.9959,TRUE,0.1932,0.1696,0.3941,TRUE,-0.03915,0.8015,0.9415,TRUE,0.2244,0.2273,0.7208,TRUE,0.3011,0.08926,0.4537,TRUE,0.08766,0.6942,0.9825,TRUE,-0.1452,0.4711,0.8012,TRUE,-0.02081,0.9261,0.9687,_NE
Tsen2,TRUE,-0.09369,0.6551,0.9959,TRUE,0.0937,0.5485,0.7446,TRUE,-0.1507,0.3327,0.7125,TRUE,0.1435,0.4194,0.8304,TRUE,-0.01331,0.9352,0.9794,TRUE,0.04522,0.8385,0.9927,TRUE,0.1143,0.5736,0.8501,TRUE,-0.1949,0.3627,0.6078,_NE
Tsen34,TRUE,0.1936,0.248,0.9959,TRUE,-0.3834,0.004093,0.04345,TRUE,0.283,0.007661,0.1236,TRUE,0.1819,0.2005,0.7081,TRUE,-0.2249,0.1302,0.5159,TRUE,-0.1498,0.4966,0.9728,TRUE,0.1696,0.3567,0.733,TRUE,0.03527,0.8494,0.9332,_NE
Tsen54,TRUE,0.01219,0.9683,0.9991,TRUE,-0.4834,0.01145,0.0832,TRUE,0.008712,0.9655,0.9918,TRUE,-0.03717,0.8705,0.975,TRUE,-0.3659,0.09218,0.4577,TRUE,-0.00125,0.9964,0.9989,TRUE,0.04725,0.8464,0.9608,TRUE,0.1536,0.5696,0.7747,_NE
Tsfm,TRUE,-0.004268,0.9862,0.9991,TRUE,-0.1268,0.4509,0.6745,TRUE,0.2626,0.1805,0.5728,TRUE,0.02389,0.9105,0.9846,TRUE,-0.1591,0.4101,0.7578,TRUE,-0.4133,0.1422,0.7808,TRUE,0.2104,0.3977,0.7579,TRUE,-0.05045,0.843,0.93,_NE
Tsg101,TRUE,-0.06798,0.628,0.9959,TRUE,0.1853,0.07344,0.2457,TRUE,-0.004641,0.9601,0.9899,TRUE,0.2051,0.09783,0.6188,TRUE,0.3217,0.01758,0.2294,TRUE,-0.03777,0.8204,0.9902,TRUE,-0.1385,0.3476,0.7263,TRUE,0.1288,0.4396,0.677,_NE
Tsga10,TRUE,-0.14,0.5626,0.9959,TRUE,0.3307,0.03619,0.1627,TRUE,-0.1474,0.3832,0.7482,TRUE,-0.2404,0.2729,0.748,TRUE,-0.08568,0.6484,0.8754,TRUE,0.1953,0.5079,0.9744,TRUE,0.06717,0.7537,0.928,TRUE,-0.4933,0.1264,0.3171,_NE
Tsga14,TRUE,0.07128,0.7963,0.996,TRUE,-0.02746,0.883,0.9462,TRUE,-0.2127,0.3131,0.6978,TRUE,-0.1034,0.6557,0.9136,TRUE,-0.08031,0.7325,0.9106,TRUE,0.1672,0.5404,0.9788,TRUE,0.2051,0.4391,0.7843,TRUE,0.3289,0.2507,0.4908,_NE
Tshr,TRUE,-0.2187,0.6773,0.9959,TRUE,-0.5797,0.2606,0.502,TRUE,-0.8628,0.1333,0.5091,TRUE,-1.027,0.1092,0.6233,TRUE,-0.4382,0.3662,0.7297,TRUE,-0.4118,0.4815,0.9713,TRUE,-0.006004,0.9918,0.998,TRUE,1.804,0.002188,0.01469,_NE
Tshz1,TRUE,0.3712,0.08633,0.9959,TRUE,-0.08514,0.5143,0.7212,TRUE,0.0777,0.5799,0.8541,TRUE,-0.1127,0.4841,0.8555,TRUE,-0.1375,0.3671,0.7298,TRUE,0.07805,0.6889,0.9825,TRUE,-0.1006,0.6299,0.8761,TRUE,0.08057,0.703,0.8563,_NE
Tshz2,TRUE,0.2495,0.5674,0.9959,TRUE,-0.4465,0.117,0.3213,TRUE,-0.05685,0.8554,0.9618,TRUE,-0.7497,0.08375,0.5971,TRUE,-0.3317,0.2285,0.6278,TRUE,-0.03134,0.9068,0.9959,TRUE,0.7229,0.000163,0.007396,TRUE,-2,1.359E-05,0.000189,_NE
Tshz3,TRUE,0.6152,0.01805,0.9024,TRUE,-0.3398,0.1775,0.4039,TRUE,-0.1253,0.5991,0.8629,TRUE,-0.3079,0.3544,0.7999,TRUE,-0.6935,0.02363,0.2632,TRUE,-0.3895,0.1898,0.8336,TRUE,0.797,0.0001122,0.005497,TRUE,-0.9487,0.003732,0.02257,_NE
Tsku,TRUE,0.6475,0.0887,0.9959,TRUE,-0.904,0.00446,0.04623,TRUE,-0.1707,0.6362,0.8782,TRUE,-1.023,0.02028,0.4081,TRUE,-0.8147,0.03655,0.3259,TRUE,0.01617,0.9685,0.9975,TRUE,-0.4013,0.3436,0.7233,TRUE,0.3283,0.4473,0.683,AS
Tsn,TRUE,-0.111,0.3867,0.9959,TRUE,0.2143,0.03611,0.1625,TRUE,-0.001293,0.9885,0.9983,TRUE,0.006373,0.9556,0.9926,TRUE,0.1715,0.185,0.5844,TRUE,0.153,0.3336,0.9191,TRUE,-0.1106,0.4115,0.7655,TRUE,0.2754,0.06272,0.1968,_NE
Tsnax,TRUE,-0.03233,0.8257,0.9983,TRUE,0.1193,0.2572,0.4987,TRUE,0.03378,0.7143,0.9091,TRUE,0.1637,0.137,0.6565,TRUE,0.1995,0.1157,0.4947,TRUE,-0.1084,0.4799,0.971,TRUE,-0.001853,0.9895,0.9972,TRUE,0.1441,0.3477,0.5945,_NE
Tsnaxip1,TRUE,0.3733,0.5087,0.9959,TRUE,-0.7303,0.108,0.3057,TRUE,-0.5269,0.3811,0.7461,TRUE,-1.409,0.02802,0.4538,TRUE,-0.2416,0.6062,0.8575,TRUE,0.3297,0.6702,0.9825,TRUE,-1.182,0.05957,0.3538,TRUE,0.3262,0.6577,0.8313,_NE
Tspan11,TRUE,1.604,0.003235,0.5832,TRUE,0.0463,0.9223,0.9673,TRUE,-1.24,0.004153,0.08571,TRUE,-0.4656,0.3184,0.7763,TRUE,-0.7895,0.09912,0.4678,TRUE,-0.5006,0.3628,0.9344,TRUE,-1.094,0.00955,0.1384,TRUE,-0.6197,0.2323,0.4688,_NE
Tspan12,TRUE,-0.1943,0.2803,0.9959,TRUE,0.2257,0.1082,0.3059,TRUE,-0.05844,0.6986,0.9022,TRUE,0.03165,0.8486,0.9698,TRUE,0.3828,0.0257,0.2768,TRUE,0.4682,0.03065,0.4279,TRUE,0.3397,0.1031,0.4542,TRUE,0.306,0.1162,0.2997,_NE
Tspan13,TRUE,-0.1623,0.4278,0.9959,TRUE,0.1534,0.1719,0.3961,TRUE,-0.07147,0.4403,0.7831,TRUE,0.3227,0.01688,0.3783,TRUE,0.3302,0.02848,0.2897,TRUE,-0.03042,0.8556,0.9928,TRUE,-0.1899,0.2749,0.6673,TRUE,-0.4675,0.007069,0.03742,_NE
Tspan14,TRUE,0.2122,0.2152,0.9959,TRUE,-0.08594,0.4962,0.7076,TRUE,-0.02069,0.8602,0.9629,TRUE,-0.09078,0.5096,0.8657,TRUE,-0.1146,0.4051,0.754,TRUE,0.1806,0.3489,0.9293,TRUE,0.2316,0.1546,0.5396,TRUE,0.5138,0.004315,0.02537,_NE
Tspan15,TRUE,0.1194,0.5275,0.9959,TRUE,-0.1369,0.369,0.6065,TRUE,0.01115,0.9379,0.9842,TRUE,-0.1169,0.5209,0.8687,TRUE,-0.06246,0.7412,0.9141,TRUE,0.274,0.1984,0.8423,TRUE,0.3966,0.0556,0.3435,TRUE,0.9024,3.978E-07,7.609E-06,OL
Tspan17,TRUE,0.1206,0.6498,0.9959,TRUE,-0.1689,0.2578,0.499,TRUE,0.2961,0.03214,0.2658,TRUE,-0.09776,0.5226,0.8695,TRUE,-0.3189,0.0262,0.2793,TRUE,-0.4422,0.05614,0.5705,TRUE,0.03261,0.8588,0.963,TRUE,-0.4098,0.03106,0.1178,OL
Tspan18,TRUE,-0.3819,0.1005,0.9959,TRUE,-0.008456,0.9446,0.9782,TRUE,0.3571,0.003248,0.07294,TRUE,0.2283,0.174,0.6909,TRUE,0.502,0.0007181,0.03491,TRUE,0.09214,0.6317,0.9825,TRUE,-0.4999,0.006044,0.1057,TRUE,-0.2908,0.1455,0.3483,_NE
Tspan2,TRUE,0.1195,0.6614,0.9959,TRUE,0.5376,0.000405,0.008564,TRUE,-0.01534,0.9122,0.9781,TRUE,-0.3709,0.01243,0.3284,TRUE,-0.024,0.8734,0.9625,TRUE,0.2418,0.3423,0.9238,TRUE,-0.6064,0.0004267,0.0155,TRUE,0.2736,0.2133,0.4441,OL
Tspan3,TRUE,0.002971,0.986,0.9991,TRUE,0.06366,0.5502,0.7452,TRUE,0.01527,0.8657,0.9648,TRUE,0.07937,0.5109,0.8663,TRUE,0.2528,0.04571,0.3549,TRUE,0.1394,0.4006,0.9486,TRUE,0.06998,0.6172,0.8714,TRUE,0.4154,0.007573,0.03965,_NE
Tspan31,TRUE,0.02996,0.8386,0.9983,TRUE,0.2379,0.02593,0.1347,TRUE,-0.08973,0.3329,0.7126,TRUE,0.05008,0.7223,0.9332,TRUE,0.1797,0.1944,0.5957,TRUE,0.1673,0.3199,0.9139,TRUE,0.07877,0.6216,0.8723,TRUE,0.2545,0.1233,0.312,_NE
Tspan33,TRUE,0.2341,0.2853,0.9959,TRUE,-0.02089,0.8857,0.9478,TRUE,0.2062,0.1207,0.4907,TRUE,-0.09379,0.5837,0.8891,TRUE,0.1452,0.3542,0.7218,TRUE,-0.1117,0.6095,0.9825,TRUE,-0.2937,0.1246,0.4939,TRUE,-0.07358,0.7168,0.8633,MG
Tspan4,TRUE,0.464,0.06487,0.9959,TRUE,-0.2567,0.1548,0.3746,TRUE,0.2229,0.2721,0.6626,TRUE,-0.3624,0.09198,0.6129,TRUE,0.06314,0.7727,0.9258,TRUE,-0.0367,0.8755,0.9938,TRUE,0.408,0.05383,0.3383,TRUE,1.621,9.749E-10,2.838E-08,_NE
